﹟,Glide ﹟,Start Date,End Date,Country,Area (km²),Source,Main Cause,Fatalities,Displaced,Severity,Flood impact index
512,,5/16/91,5/17/91,Türkiye,"40,175",News,Torrential rain,42,500,1,4.9
511,,5/14/91,5/31/91,Bangladesh,"17,480",News,Heavy rain,100,1000000,1,5.5
510,,5/7/91,5/11/91,India,"26,043",News,Tropical cyclone,13,25000,1,5.1
509,,5/3/91,5/7/91,United States of America,"22,130",News,,2,800,1,5
508,,5/1/91,5/8/91,Soviet Union,"97,555",News,Heavy rain,0,0,1,5.9
507,,4/29/91,5/10/91,Bangladesh,"21,359",News,Tropical cyclone,138000,10000000,1,5.4
506,,4/28/91,5/2/91,United States of America,"119,197",News,Heavy rain,0,10000,1,5.8
505,,4/8/91,4/9/91,Bangladesh,"1,788",News,Torrential rain,0,0,1,3.6
504,,4/5/91,4/9/91,United States of America,"32,172",News,Heavy rain,0,0,1,5.2
503,,4/1/91,4/2/91,Indonesia,"35,452",News,Heavy rain,1,100000,1,4.9
502,,3/30/91,4/1/91,Iran (Islamic Republic of),"31,920",News,Heavy rain,0,0,1,5
500,,3/24/91,3/25/91,Jordan,"3,678",News,Torrential rain,5,0,1,3.9
501,,3/24/91,3/25/91,Israel,"12,331",News,Torrential rain,8,0,1,4.4
498,,3/19/91,3/31/91,Brazil,"89,513",News,Heavy rain,20,17000,2,6.4
499,,3/19/91,3/25/91,United States of America,876,News,Heavy rain,0,200,1,3.8
497,,3/15/91,3/19/91,South Africa,"210,524",News,Heavy rain,0,0,1,6
496,,3/11/91,3/14/91,Malawi,"3,062",News,Torrential rain,500,150000,2,4.4
495,,3/7/91,4/1/91,Iran (Islamic Republic of),"624,246",News,Heavy rain,0,100000,1,7.2
494,,2/24/91,3/1/91,United Kingdom of Great Britain and Northern Ireland,"15,086",News,Heavy rain,0,0,2,5.3
492,,2/2/91,2/8/91,Ecuador,"114,115",News,Heavy rain,14,300,1,5.9
493,,1/28/91,2/17/91,Afghanistan,"225,169",News,Heavy rain,380,0,1,6.7
491,,1/27/91,2/5/91,Iran (Islamic Republic of),"448,338",News,Heavy rain,6,50000,2,7
490,,1/5/91,1/6/91,"United Kingdom of Great Britain and Northern Ireland,Ireland","123,232",News,Heavy rain,13,0,1,5.4
487,,12/31/90,1/3/91,United States of America,"177,859",News,Heavy rain,0,3500,1,5.9
486,,12/28/90,12/30/90,Peru,"111,346",News,Heavy rain,20,2000,1,5.5
485,,12/25/90,12/28/90,United Kingdom of Great Britain and Northern Ireland,"47,107",News,Heavy rain,3,0,1,5.3
488,,12/25/90,1/16/91,Australia,"96,490",News,Extra-tropical cyclone,6,800,2,6.6
484,,12/23/90,12/27/90,Sri Lanka,"9,706",News,Heavy rain,0,40000,1,4.7
489,,12/12/90,1/3/91,Indonesia,"25,301",News,Heavy rain,5,0,1,5.8
483,,11/26/90,11/30/90,United States of America,"21,311",News,Heavy rain,2,1000,1,5
482,,11/12/90,11/16/90,Philippines,"55,710",News,Tropical cyclone,176,984356,1,5.4
481,,11/10/90,11/15/90,United States of America,"23,288",News,Heavy rain,0,500,1,5.1
480,,11/9/90,11/21/90,Honduras,"41,826",News,Heavy rain,9,20000,1,5.7
479,,11/5/90,11/6/90,Japan,"118,232",News,Heavy rain,11,0,1,5.4
478,,11/3/90,11/8/90,Guyana,"1,758",News,Heavy rain,0,0,1,4
477,,10/28/90,10/30/90,United Kingdom of Great Britain and Northern Ireland,"147,969",News,Heavy rain,7,100,1,5.6
475,,10/26/90,10/29/90,Bangladesh,"1,043",News,Torrential rain,0,4500,1,3.6
476,,10/26/90,10/29/90,Indonesia,"7,031",News,Heavy rain,0,300,1,4.4
474,,10/24/90,10/28/90,India,"13,576",News,Monsoonal rain,44,0,1,4.8
473,,10/18/90,10/19/90,France,"9,564",News,Heavy rain,1,0,1,4.3
472,,10/17/90,10/18/90,India,"93,840",News,Heavy rain,10,6000,1,5.3
470,,10/14/90,10/15/90,Brazil,"6,236",News,Torrential rain,17,2000,1,4.1
471,,10/14/90,10/17/90,Bangladesh,"5,868",News,Heavy rain,0,30000,1,4.4
469,,10/10/90,10/13/90,Bangladesh,"41,676",News,Torrential rain,9,700000,1,5.2
467,,10/8/90,10/24/90,Viet Nam,"82,533",News,Tropical cyclone,16,440800,1,6.1
468,,10/8/90,10/26/90,Thailand,"162,370",News,Tropical cyclone,11,0,1,6.5
466,,10/6/90,10/7/90,United Kingdom of Great Britain and Northern Ireland,"26,545",News,Heavy rain,1,300,1,4.7
465,,10/4/90,10/6/90,United States of America,"76,699",News,Tropical cyclone,6,1500,1,5.4
464,,9/26/90,9/30/90,Bangladesh,"33,263",News,Heavy rain,14,300000,1,5.2
462,,9/22/90,9/25/90,Mexico,"41,287",News,Heavy rain,45,5000,2,5.5
463,,9/22/90,9/26/90,Viet Nam,"20,590",News,Tropical cyclone,29,560000,1,5
460,,9/17/90,9/18/90,Honduras,"2,787",News,Torrential rain,33,0,1,3.7
461,,9/17/90,9/20/90,Japan,"169,564",News,Extra-tropical cyclone,38,60000,2,6.1
459,,9/16/90,9/21/90,Nigeria,"36,124",News,Heavy rain,0,300000,1,5.3
458,,9/11/90,9/14/90,Republic of Korea,"10,436",News,Heavy rain,114,160000,2,4.9
456,,9/7/90,9/9/90,United States of America,"45,800",News,Heavy rain,5,300,1,5.1
457,,9/7/90,9/10/90,Philippines,"96,172",News,Tropical cyclone,7,15000,1,5.6
454,,8/27/90,9/4/90,Nepal,"27,686",News,Monsoonal rain,42,2000,1,5.4
455,,8/27/90,9/1/90,Ethiopia,"167,069",News,Heavy rain,0,50300,1,6
452,,8/25/90,9/1/90,Philippines,"69,902",News,Tropical cyclone,66,1500,1,5.7
453,,8/25/90,8/27/90,Bangladesh,"14,538",News,Monsoonal rain,0,50000,1,4.6
451,,8/22/90,8/23/90,Japan,"57,750",News,Tropical cyclone,2,0,1,5.1
449,,8/19/90,9/8/90,China,"457,815",News,Tropical cyclone,559,4041000,1,7
450,,8/19/90,8/25/90,India,"186,162",News,Monsoonal rain,50,0,1,6.1
448,,8/18/90,8/24/90,United States of America,"502,368",News,Heavy rain,0,4000,1,6.5
447,,8/13/90,8/14/90,India,"284,927",News,Heavy rain,17,0,1,5.8
446,,8/10/90,8/11/90,Japan,"9,575",News,Extra-tropical cyclone,0,0,1,4.3
444,,8/7/90,8/11/90,United States of America,"20,289",News,Heavy rain,0,400,1,5
445,,8/7/90,8/8/90,Mexico,"256,019",News,Tropical cyclone,35,3500,1,5.7
443,,8/2/90,8/3/90,Nigeria,"5,516",News,Heavy rain,100,0,1,4
442,,7/31/90,8/2/90,Soviet Union,"40,658",News,Heavy rain,0,0,1,5.1
440,,7/29/90,7/31/90,Brazil,"1,996",News,Heavy rain,27,0,1,3.8
441,,7/29/90,8/4/90,China,"292,875",News,Tropical cyclone,108,100800,1,6.3
439,,7/28/90,8/4/90,United States of America,"31,887",News,Heavy rain,0,0,1,5.4
438,,7/25/90,7/26/90,Trinidad and Tobago,395,News,Tropical cyclone,0,0,1,2.9
437,,7/15/90,8/20/90,Nicaragua,"60,686",News,Heavy rain,5,106000,1,6.4
436,,7/14/90,9/6/90,Bangladesh,"23,608",News,Heavy rain,64,392077,1,6.1
435,,7/10/90,7/12/90,Pakistan,"190,865",News,Heavy rain,0,6000,1,5.8
434,,7/8/90,7/10/90,Soviet Union,"431,628",News,Heavy rain,5,3000,2,6.4
432,,7/4/90,7/5/90,Myanmar,"33,893",News,Heavy rain,0,300,1,4.8
433,,7/4/90,7/19/90,China,"438,797",News,Heavy rain,72,71000,1,6.8
430,,7/3/90,7/4/90,Nigeria,"3,422",News,Heavy rain,5,3000,1,3.8
431,,7/3/90,7/24/90,India,"1,100,663",News,Monsoonal rain,425,63517,1,7.4
429,,6/29/90,7/3/90,Japan,"37,533",News,Heavy rain,24,832,1,5.3
428,,6/26/90,7/8/90,Bangladesh,"49,249",News,Heavy rain,23,800000,1,5.8
426,,6/23/90,6/29/90,China,"377,867",News,Tropical cyclone,86,0,1,6.4
424,,6/20/90,6/22/90,United States of America,"31,630",News,Heavy rain,1,0,1,5
425,,6/20/90,6/25/90,Philippines,"71,151",News,Tropical cyclone,63,86000,1,5.6
427,,6/20/90,7/8/90,Viet Nam,"13,950",News,Heavy rain,13,4000,1,5.4
422,,6/18/90,6/21/90,Türkiye,"20,697",News,Heavy rain,48,0,1,4.9
423,,6/18/90,6/22/90,China,"340,845",News,Heavy rain,108,4000,1,6.2
421,,6/17/90,6/19/90,Philippines,"3,615",News,Torrential rain,36,236,1,4
420,,6/15/90,6/16/90,United States of America,"5,168",News,Torrential rain,26,440,1,4
419,,6/13/90,6/18/90,India,"53,045",News,Monsoonal rain,21,0,2,5.8
418,,6/12/90,6/20/90,Viet Nam,"17,086",News,Heavy rain,20,0,1,5.2
417,,6/5/90,7/2/90,China,"206,490",News,Heavy rain,363,350000,1,6.8
416,,5/31/90,6/2/90,United States of America,"4,890",News,Torrential rain,0,200,2,4.5
415,,5/30/90,5/30/90,Soviet Union,"70,245",News,Heavy rain,0,208,2,5.1
414,,5/28/90,5/29/90,Nicaragua,"111,059",News,Heavy rain,5,6000,1,5.3
413,,5/17/90,5/18/90,Tajikistan,"128,180",News,Heavy rain,0,280,1,5.4
412,,5/16/90,5/18/90,Pakistan,"21,727",News,Heavy rain,4,1200,1,4.8
411,,5/10/90,5/13/90,India,"267,344",News,Tropical cyclone,430,470000,1,6
410,,5/5/90,5/11/90,Soviet Union,"71,505",News,Rain and snowmelt,14,20000,2,6
408,,4/26/90,6/1/90,United States of America,"277,912",News,Heavy rain,13,4668,2,7.3
409,,4/25/90,5/4/90,Guyana,"32,174",News,Heavy rain,0,0,1,5.5
407,,4/22/90,4/25/90,Bangladesh,"65,939",News,Heavy rain,54,40000,1,5.4
405,,4/18/90,4/28/90,Australia,"971,229",News,Heavy rain,4,2000,2,7.3
406,,4/18/90,4/19/90,Brazil,"43,456",News,Heavy rain,7,800,1,4.9
404,,4/4/90,4/5/90,Indonesia,"2,801",News,Heavy rain,22,160,1,3.7
403,,4/3/90,5/1/90,United Republic of Tanzania,"777,754",News,Heavy rain,100,4100000,2,7.7
402,,3/24/90,3/30/90,Bangladesh,"41,633",News,Heavy rain,50,10000,1,5.5
401,,3/21/90,3/22/90,India,"90,819",News,Torrential rain,17,0,1,5.3
400,,3/16/90,3/24/90,United States of America,"162,225",News,Heavy rain,15,6000,1,6.2
399,,3/3/90,3/5/90,Bangladesh,"3,191",News,Heavy rain,0,1200,1,4
398,,2/26/90,2/28/90,United Kingdom of Great Britain and Northern Ireland,"118,150",News,Heavy rain,17,2000,2,5.9
397,,2/20/90,2/23/90,Peru,"132,815",News,Heavy rain,21,100,1,5.7
396,,2/18/90,2/20/90,Türkiye,"175,659",News,Heavy rain,18,0,1,5.7
395,,2/15/90,2/17/90,France,"9,562",News,Avalanche related,14,0,1,4.5
394,,2/14/90,2/16/90,Germany Federal Republic,"35,635",News,Heavy rain,3,50,1,5
393,,2/11/90,2/16/90,Iran (Islamic Republic of),"28,583",News,Heavy rain,11,15000,1,5.2
390,,1/26/90,1/30/90,United States of America,"7,562",News,Heavy rain,0,150,1,4.6
391,,1/26/90,2/1/90,Indonesia,"23,642",News,Monsoonal rain,189,45000,1,5.2
392,,1/26/90,2/10/90,United Kingdom of Great Britain and Northern Ireland,"46,968",News,Heavy rain,47,0,2,6.2
389,,1/20/90,2/1/90,Tunisia,"127,703",News,Heavy rain,25,152000,1,6.2
387,,1/14/90,3/14/90,Paraguay,"36,791",News,Heavy rain,0,120000,1,6.3
388,,1/14/90,1/15/90,Guam,578,News,Tropical cyclone,0,0,1,3.1
386,,1/9/90,1/11/90,United States of America,"86,747",News,Heavy rain,4,3000,2,5.7
385,,1/3/90,1/14/90,Sri Lanka,"55,380",News,Heavy rain,33,150612,1,5.8
382,,12/17/89,12/25/89,United Republic of Tanzania,"69,915",News,Heavy rain,1,0,1,5.8
381,,12/16/89,12/18/89,Taiwan (Province of China),"1,557",News,Heavy rain,0,0,1,3.7
384,,12/15/89,1/15/90,United States of America,"15,159",News,Heavy rain,0,0,1,5.7
383,,12/10/89,12/31/89,Brazil,"2,339,268",News,Heavy rain,35,200000,1,7.7
380,,11/19/89,12/6/89,Sri Lanka,"15,519",News,Heavy rain,4,0,1,5.4
379,,11/7/89,11/11/89,Democratic People&#039;s Republic of Korea,"3,324",News,Heavy rain,0,0,1,4.2
378,,11/6/89,11/14/89,Somalia,"29,030",News,Heavy rain,0,0,1,5.4
376,,11/3/89,11/8/89,Philippines,"11,864",News,Tropical cyclone,30,0,1,4.9
377,,11/3/89,11/10/89,Thailand,"44,228",News,Tropical cyclone,304,150000,1,5.5
375,,10/18/89,10/25/89,Russian Federation,"102,165",News,Heavy rain,2,0,1,5.9
372,,10/15/89,10/16/89,United States of America,"6,299",News,Tropical cyclone,2,0,1,4.1
371,,10/6/89,10/10/89,Philippines,"5,324",News,Tropical cyclone,45,8846,1,4.4
373,,10/2/89,10/5/89,China,"18,207",News,Tropical cyclone,31,0,1,4.9
370,,9/23/89,9/25/89,Philippines,"1,322",News,Heavy rain,2,0,1,3.6
369,,9/18/89,9/21/89,Antigua and Barbuda,"6,053",News,Tropical cyclone,14,50000,1,4.4
368,,9/17/89,9/19/89,Pakistan,"129,477",News,Tropical cyclone,7,0,1,5.6
367,,9/14/89,9/16/89,Oman,"72,162",News,Torrential rain,2,0,1,5.3
365,,9/12/89,9/17/89,Taiwan (Province of China),"17,494",News,Tropical cyclone,11,100,1,5
366,,9/10/89,9/13/89,Brazil,"193,154",News,Heavy rain,12,10000,1,5.9
374,,9/10/89,9/12/89,Philippines,"36,938",News,Tropical cyclone,17,3000,1,5
362,,9/9/89,9/24/89,Mexico,"249,826",News,Tropical cyclone,22,21063,1,6.6
361,,9/8/89,9/18/89,Malawi,"35,414",News,Heavy rain,2,0,1,5.6
364,,9/8/89,9/12/89,Nepal,"6,396",News,Heavy rain,16,0,1,4.5
360,,9/3/89,9/10/89,India,"204,979",News,Heavy rain,7,0,1,6.2
359,,9/2/89,9/5/89,Japan,"10,377",News,Heavy rain,7,18000,1,4.6
363,,9/1/89,9/25/89,Nepal,"15,796",News,Heavy rain,59,3000,1,5.6
357,,8/25/89,8/28/89,Japan,"31,704",News,Heavy rain,5,6400,1,5.1
358,,8/25/89,8/29/89,Ghana,"15,897",News,Heavy rain,2,400,1,4.9
356,,8/22/89,8/25/89,Iran (Islamic Republic of),"96,595",News,Heavy rain,6,0,1,5.6
355,,8/17/89,8/19/89,Iran (Islamic Republic of),"56,832",News,Heavy rain,1,0,1,5.2
351,,8/9/89,8/13/89,Indonesia,"98,706",News,Heavy rain,0,0,1,5.7
352,,8/9/89,8/14/89,Philippines,"20,683",News,Heavy rain,112,0,1,5.1
354,,8/9/89,8/25/89,Djibouti,"11,889",News,Heavy rain,0,0,1,5.3
350,,8/7/89,8/9/89,Burundi,"1,332",News,Tropical cyclone,0,0,1,3.6
353,,8/7/89,8/10/89,Iran (Islamic Republic of),"15,985",News,Heavy rain,0,300000,1,4.8
349,,8/6/89,8/7/89,Bermuda,53,News,Tropical cyclone,0,60,1,2
347,,8/4/89,8/7/89,United States of America,"54,974",News,Heavy rain,0,0,1,5.3
345,,8/1/89,8/7/89,Bangladesh,"9,525",News,Monsoonal rain,200,600000,1,4.8
342,,7/31/89,8/2/89,Indonesia,"3,532",News,Heavy rain,8,0,1,4
344,,7/31/89,8/3/89,Namibia,"117,989",News,Heavy rain,2,0,1,5.7
341,,7/29/89,8/2/89,Fiji,"5,952",News,Heavy rain,15,0,1,4.5
348,,7/29/89,8/7/89,Pakistan,"331,514",News,Monsoonal rain,53,0,1,6.5
340,,7/28/89,7/31/89,Republic of Korea,"1,068",News,Tropical cyclone,21,40000,1,3.6
318,,7/27/89,7/31/89,Brazil,"179,799",News,Heavy rain,36,45000,1,6
336,,7/27/89,9/20/89,China,"70,237",News,Heavy rain,3000,0,1,6.6
338,,7/27/89,7/31/89,Sri Lanka,"8,033",News,Monsoonal rain,160,0,1,4.6
346,,7/27/89,8/7/89,Russian Federation,"22,856",News,Heavy rain,17,0,2,5.7
337,,7/26/89,7/30/89,Taiwan (Province of China),"15,552",News,Heavy rain,16,152,1,4.9
333,,7/25/89,7/29/89,Republic of Korea,"5,882",News,Tropical cyclone,131,1200000,1,4.5
343,,7/25/89,7/31/89,Viet Nam,"10,734",News,Tropical cyclone,102,369200,1,4.9
330,,7/22/89,7/31/89,India,"905,209",News,Monsoonal rain,780,0,1,7
335,,7/22/89,7/27/89,Nepal,"91,479",News,Heavy rain,29,900,1,5.7
329,,7/21/89,7/31/89,China,"12,533",News,Heavy rain,24,16000,1,5.1
328,,7/20/89,7/25/89,China,"85,600",News,Tropical cyclone,0,0,1,5.7
339,,7/20/89,7/29/89,China,"215,083",News,Tropical cyclone,104,20000,1,6.3
327,,7/19/89,7/27/89,China,"7,717",News,Heavy rain,3,0,1,4.8
331,,7/18/89,7/26/89,China,"192,272",News,Monsoonal rain,63,0,1,6.2
325,,7/16/89,7/20/89,Philippines,"46,659",News,Tropical cyclone,26,186000,1,5.4
326,,7/16/89,7/27/89,China,"8,441",News,Heavy rain,107,1413,1,5
321,,7/11/89,7/23/89,China,"321,490",News,Heavy rain,814,0,1,6.6
323,,7/11/89,7/16/89,Sri Lanka,"4,308",News,Heavy rain,14,20000,1,4.4
324,,7/10/89,7/17/89,China,"207,057",News,Heavy rain,50,48000,1,6.2
322,,7/7/89,7/20/89,China,"19,169",News,Heavy rain,50,410000,1,5.4
319,,7/6/89,7/10/89,China,"1,006",News,Heavy rain,1377,0,1,3.7
332,,7/6/89,7/23/89,Bangladesh,"4,688",News,Heavy rain,1,0,1,4.9
312,,7/5/89,7/16/89,Brazil,"27,546",News,Heavy rain,33,410000,2,5.8
334,,7/5/89,8/10/89,India,"112,816",News,Monsoonal rain,31,32000,2,6.9
316,,7/3/89,7/5/89,Bangladesh,"33,666",News,Monsoonal rain,2,20000,1,5
317,,7/3/89,7/7/89,China,"4,579",News,Heavy rain,38,30000,1,4.4
315,,7/1/89,7/10/89,Venezuela (Bolivarian Republic of),"1,586",News,Heavy rain,0,0,1,4.2
320,,6/30/89,7/20/89,China,"178,425",News,Heavy rain,18,22400,1,6.6
313,,6/25/89,6/29/89,Peru,"21,796",News,Heavy rain,0,0,1,5
314,,6/21/89,6/30/89,China,"8,668",News,Heavy rain,28,0,1,4.9
311,,6/19/89,6/21/89,Chile,"10,675",News,Heavy rain,0,0,1,4.5
310,,6/16/89,6/18/89,Brazil,"7,980",News,Heavy rain,9,0,1,4.4
309,,6/15/89,6/30/89,China,"122,520",News,Heavy rain,3,0,1,6.3
304,,6/2/89,6/5/89,United States of America,"320,835",News,Heavy rain,270,175000,1,6.1
306,,6/1/89,6/8/89,Philippines,"3,946",News,Heavy rain,11,4000,1,4.5
308,,6/1/89,6/26/89,Brazil,"2,734,940",News,Heavy rain,0,0,1,7.9
307,,5/30/89,6/11/89,Sri Lanka,"2,735",News,Heavy rain,315,300000,1,4.6
302,,5/24/89,5/26/89,United States of America,"8,897",News,Extra-tropical cyclone,151,336000,1,4.4
303,,5/23/89,5/31/89,Viet Nam,"18,573",News,Tropical cyclone,140,150000,2,5.5
305,,5/21/89,6/5/89,China,"90,099",News,Tropical cyclone,84,1000000,1,6.2
301,,5/15/89,5/20/89,United States of America,"185,648",News,Heavy rain,6,400,1,6
300,,4/18/89,4/30/89,Georgia,"3,020",News,Rain and snowmelt,52,20000,1,4.6
298,,4/9/89,4/19/89,United States of America,"154,569",News,Heavy rain,45,306000,2,6.5
297,,4/8/89,4/15/89,Brazil,"403,770",News,Heavy rain,34,4080,1,6.5
299,,4/7/89,4/12/89,Djibouti,"17,356",News,Heavy rain,9,150000,1,5
296,,4/4/89,4/8/89,Australia,"51,942",News,Tropical cyclone,2,1000,1,5.4
295,,3/29/89,4/1/89,United States of America,"100,391",News,Heavy rain,1,0,1,5.6
294,,3/26/89,4/11/89,United States of America,"10,934",News,Heavy rain,3,0,1,5.3
293,,3/19/89,5/1/89,Yemen,"58,565",News,Monsoon rain,53,80000,1,6.4
292,,3/18/89,3/27/89,United States of America,"2,594",News,Heavy rain,15,0,1,4.4
291,,3/9/89,3/15/89,Malawi,"9,169",News,Heavy rain,6,37000,2,5.1
290,,2/21/89,2/27/89,Indonesia,"18,962",News,Heavy rain,3,15000,1,5.1
289,,2/16/89,2/22/89,Peru,"2,957",News,Heavy rain,60,1000,1,4.3
288,,2/13/89,2/18/89,United States of America,"2,609",News,Heavy rain,5,0,1,4.2
287,,2/11/89,2/13/89,United States of America,"31,247",News,Heavy rain,7,17000,1,5
286,,2/8/89,2/12/89,Namibia,"124,184",News,Heavy rain,6,0,1,5.8
285,,2/5/89,2/8/89,Mexico,375,News,Heavy rain,0,0,1,3.2
283,,2/1/89,2/2/89,United States of America,"25,065",News,Torrential rain,7,4000,1,4.7
284,,2/1/89,2/10/89,Zambia,"4,549",News,Heavy rain,8,20000,1,4.7
282,,1/26/89,2/2/89,Yugoslavia,"40,947",News,Heavy rain,72,500000,1,5.5
280,,1/25/89,2/1/89,Spain,"6,648",News,Heavy rain,0,0,1,4.7
281,,1/25/89,2/8/89,Philippines,"35,395",News,Monsoonal rain,72,551051,1,5.7
279,,1/22/89,2/10/89,Portugal,"3,134",News,Heavy rain,2,20000,1,4.8
278,,1/17/89,1/27/89,Indonesia,"68,878",News,Tropical cyclone,35,137000,1,5.9
276,,1/14/89,1/17/89,United Kingdom of Great Britain and Northern Ireland,"1,309",News,Heavy rain,0,3000,1,3.7
275,,1/2/89,1/8/89,New Caledonia,"18,853",News,Tropical cyclone,196,532000,1,5.1
273,,1/1/89,1/2/89,South Africa,"2,094",News,Tropical cyclone,2,0,1,3.6
274,,1/1/89,1/8/89,Venezuela (Bolivarian Republic of),521,News,Heavy rain,8,553,1,3.6
272,,12/17/88,12/19/88,Indonesia,"7,438",News,Torrential rain,40,0,1,4.3
271,,11/28/88,12/3/88,Gabon,"70,725",News,Torrential rain,0,0,1,5.6
270,,11/23/88,12/7/88,Uganda,"14,344",News,Torrential rain,0,5000,1,5.3
269,,11/20/88,12/1/88,Thailand,"96,668",News,Torrential rain,386,301000,2,6.4
268,,11/18/88,11/19/88,Indonesia,"22,307",News,Heavy rain,28,0,1,4.6
267,,11/12/88,11/13/88,Spain,"2,651",News,Heavy rain,5,800,1,3.7
265,,11/5/88,11/7/88,Indonesia,786,News,Heavy rain,20,1200,1,3.4
266,,11/4/88,11/8/88,Philippines,"10,610",News,Tropical cyclone,255,1000000,1,4.7
264,,10/28/88,10/30/88,China,"5,372",News,Tropical cyclone,0,10000,1,4.2
263,,10/27/88,10/28/88,Nigeria,"2,833",News,Heavy rain,10,12000,1,3.8
262,,10/22/88,10/26/88,Philippines,"5,344",News,Tropical cyclone,181,60000,1,4.4
261,,10/18/88,10/25/88,Colombia,"62,663",News,Tropical cyclone,135,407000,1,5.7
259,,10/16/88,10/17/88,Guatemala,369,News,Heavy rain,0,6000,1,2.9
260,,10/10/88,10/20/88,Viet Nam,"39,063",News,Tropical cyclone,100,500000,1,5.6
255,,10/3/88,10/4/88,India,605,News,Heavy rain,23,0,1,3.1
256,,10/3/88,10/3/88,France,717,News,Torrential rain,10,300,1,2.9
258,,10/1/88,10/11/88,Ghana,"102,162",News,Heavy rain,0,3000,1,6.1
253,,9/21/88,10/8/88,India,"268,529",News,Heavy rain,731,1250000,2,7
254,,9/21/88,10/3/88,Taiwan (Province of China),"7,300",News,Heavy rain,0,0,1,5
257,,9/21/88,10/5/88,Nigeria,"8,884",News,Dam/Levy break or release,0,70000,1,5.1
250,,9/20/88,9/21/88,Nepal,"27,591",News,Torrential rain,106,56,1,4.7
252,,9/20/88,9/26/88,China,"100,699",News,Tropical cyclone,9,51000,1,5.8
251,,9/18/88,10/5/88,Thailand,"243,172",News,Torrential rain,19,16000,1,6.6
249,,9/14/88,9/26/88,Nigeria,"71,964",News,Torrential rain,7,136000,1,6
248,,9/10/88,9/18/88,Mexico,"105,084",News,Tropical cyclone,237,821400,2,6.3
245,,9/6/88,9/6/88,Russian Federation,"47,419",News,Torrential rain,0,0,1,4.7
247,,9/6/88,9/9/88,United States of America,"6,517",News,Heavy rain,7,1000,2,4.7
246,,9/5/88,9/14/88,China,"47,835",News,Heavy rain,0,100000,2,6
241,,9/2/88,9/2/88,Senegal,"1,308",News,Heavy rain,4,2400,1,3.1
242,,9/2/88,9/3/88,Niger,"88,396",News,Heavy rain,13,7000,2,5.5
244,,9/2/88,9/6/88,Mexico,"12,601",News,Tropical cyclone,31,30000,1,4.8
243,,9/1/88,9/5/88,Mexico,"25,820",News,Tropical cyclone,17,20000,1,5.1
238,,8/31/88,9/6/88,China,"50,318",News,Heavy rain,58,300000,2,5.8
240,,8/27/88,9/3/88,Colombia,"158,846",News,Heavy rain,0,100000,1,6.1
237,,8/25/88,8/29/88,El Salvador,"17,910",News,Heavy rain,50,25850,1,5
239,,8/25/88,8/25/88,Iran (Islamic Republic of),"1,150",News,Heavy rain,25,0,1,3.1
228,,8/23/88,9/15/88,India,"626,872",News,Monsoonal rain,876,2000,1,7.2
233,,8/23/88,8/24/88,China,"16,810",News,Heavy rain,0,10000,1,4.5
230,,8/22/88,8/22/88,Nigeria,"1,234",News,Heavy rain,0,10000,1,3.1
232,,8/22/88,8/23/88,Mexico,"2,219",News,Torrential rain,18,130000,1,3.6
231,,8/21/88,9/2/88,Burkina Faso,"135,871",News,Heavy rain,11,6000,1,6.2
227,,8/20/88,10/3/88,Bangladesh,"138,855",News,Monsoonal rain,0,0,2,7.1
236,,8/20/88,9/6/88,Chad,"562,932",News,Heavy rain,51,58000,1,7
234,,8/18/88,8/25/88,Pakistan,"33,008",News,Torrential rain,0,200000,1,5.4
235,,8/18/88,8/25/88,Niger,"744,049",News,Heavy rain,0,300000,2,7.1
224,,8/16/88,8/23/88,Venezuela (Bolivarian Republic of),"145,563",News,Heavy rain,10,12000,1,6.1
220,,8/14/88,8/17/88,Taiwan (Province of China),"11,241",News,Heavy rain,15,10000,2,5
221,,8/13/88,8/15/88,Mexico,"10,351",News,Torrential rain,0,4000,1,4.5
223,,8/13/88,8/14/88,China,"7,256",News,Heavy rain,163,12000,1,4.2
229,,8/11/88,8/25/88,Uganda,"55,984",News,Torrential rain,5,0,1,5.9
219,,8/10/88,8/15/88,China,"53,818",News,Torrential rain,10,64000,1,5.5
222,,8/9/88,8/16/88,Nicaragua,"12,585",News,Heavy rain,0,25000,1,5
226,,8/9/88,8/18/88,China,"153,101",News,Heavy rain,34,80000,1,6.2
218,,8/7/88,8/8/88,China,"12,334",News,Tropical cyclone,117,188000,1,4.4
225,,8/7/88,8/20/88,Nigeria,"60,618",News,Heavy rain,53,0,2,6.2
216,,8/6/88,8/6/88,China,"36,878",News,Heavy rain,50,30000,1,4.6
217,,8/5/88,9/10/88,Sudan,"354,132",News,Heavy rain,91,2000000,2,7.4
215,,8/3/88,8/4/88,Russian Federation,"257,907",News,Torrential rain,0,0,1,5.7
213,,7/31/88,7/31/88,Venezuela (Bolivarian Republic of),910,News,Heavy rain,2,0,1,3
214,,7/31/88,8/2/88,India,"94,872",News,Heavy rain,50,0,1,5.5
212,,7/29/88,8/5/88,China,"18,767",News,Torrential rain,264,64000,2,5.5
211,,7/27/88,7/27/88,New Zealand,"48,972",News,Heavy rain,1,52,1,4.7
210,,7/23/88,7/23/88,China,"33,131",News,Heavy rain,54,12000,1,4.5
209,,7/21/88,8/19/88,China,"9,150",News,Torrential rain,0,76000,1,5.4
206,,7/20/88,7/20/88,Republic of Korea,"3,410",News,Torrential rain,16,2640,1,3.5
